filename,title,author,subtitle,confidence,language,rel_path
Libro Faltante.png,Libertad y socialismo,Jean Gustave Courcelle-Seneuil,,0.9,es,Más\Libro Faltante.png
Lo que todavía no se vé_.jpg,LO QUE TODAVÍA NO SE VE,GABRIEL RODRIGUEZ,NARRACIONES DE ECONOMÍA Y POLÍTICA,0.9,es,Más\Lo que todavía no se vé_.jpg
Los Aparatos Estatales nos Aplastan.jpg,LOS APARATOS ESTATALES NOS APLASTAN,Alberto Benegas Lynch (h),,0.9,es,Más\Los Aparatos Estatales nos Aplastan.jpg
Los Liberales somos Progresivos.jpg,LOS LIBERALES,Alberto Benegas Lynch (h),somos progresistas,0.9,es,Más\Los Liberales somos Progresivos.jpg
Manual de la perfecta libertaria.jpg,MANUAL DE LA PERFECTA LIBERTARIA,Natalia Rey Navarro,,1.0,es,Más\Manual de la perfecta libertaria.jpg
Marxismo y socialismo libertario.jpg,Marxismo y Socialismo Libertario,Daniel Guerin,,0.9,es,Más\Marxismo y socialismo libertario.jpg
Moral y capitalismo_.jpg,MORAL Y CAPITALISMO,HENRI DU PASSAGE,,0.9,es,Más\Moral y capitalismo_.jpg
Nómada Capitalista.jpg,NÓMADA CAPITALISTA,ANDREW HENDERSON,"Cómo reclamar su libertad con cuentas bancarias en el extranjero, una doble nacionalidad, compañías extranjeras e inversiones en otros países",0.9,es,Más\Nómada Capitalista.jpg
Objetivismo_ La Filosofía Benevolente - Warren Orbalich.jpg,OBJETIVISMO: LA FILOSOFÍA BENEVOLE,WARREN ORBAUGH,,0.9,es,Más\Objetivismo_ La Filosofía Benevolente - Warren Orbalich.jpg
Organizaciones exitosas_.jpg,Organizaciones Exitosas,Alejandro Mori,,0.9,es,Más\Organizaciones exitosas_.jpg
Patear el Tablero.webp,Patear el tablero,Santiago Berger; Luis Zibecchi,10 propuestas para el desarrollo y bienestar argentino,0.9,es,Más\Patear el Tablero.webp
Proceso al liberalismo.jpg,Proceso al liberalismo,Alain de Benoist; Jesús Sebastián Lorente,MANUAL PARA EL ANTILIBERAL DEL SIGLO XXI,0.9,es,Más\Proceso al liberalismo.jpg
Qué significa ser conservador_.jpg,QUÉ SIGNIFICA SER CONSERVADOR,RUSSELL KIRK; César Vidal,-EN 10 LECCIONES-,0.9,es,Más\Qué significa ser conservador_.jpg
relatos-polixxticamente-incorrectos.jpg,RELATOS POLÍTICAMENTE INCORRECTOS,SANCHO DE CARDONA,,0.9,es,Más\relatos-polixxticamente-incorrectos.jpg
Rumbo a la Libertad - Alvaro Vargas Llosa.jpg,Rumbo a la libertad,Álvaro Vargas Llosa,POR QUÉ LA IZQUIERDA Y EL “NEOLIBERALISMO” FRACASAN EN AMÉRICA LATINA,0.9,es,Más\Rumbo a la Libertad - Alvaro Vargas Llosa.jpg
Screenshot_2023-06-14-00-25-22-680_com.instagram.android.jpg,Bibliografía sobre la pena de muerte,Joel Feinberg; David Boonin; William Bailey; Louis Pojman; Jeffrey Reiman; John Dworkin; Stephen Nathanson; David Oderberg; Michael Huemer,,0.8,es,Más\Screenshot_2023-06-14-00-25-22-680_com.instagram.android.jpg
Sentido Común y Liberalismo Filosófico.jpg,Sentido Común y Liberalismo Filosófico,José Hernández Prado; José María Vigil; Antonio Caso,Una reflexión sobre el buen juicio a partir de Thomas Reid y sobre la sensatez liberal,0.9,es,Más\Sentido Común y Liberalismo Filosófico.jpg
Teoría de genero_.jpg,TEORÍA DE GÉNERO,Bérénice Levet,o el mundo soñado de los ángeles,0.9,es,Más\Teoría de genero_.jpg
Teoría económica subjetiva solidaria.jpg,Teoría económica subjetiva solidaria,Carlos Alberto Bondone; Juan Ramón Rallo,(TESS),0.9,es,Más\Teoría económica subjetiva solidaria.jpg
Un modelo liberal.jpg,UN MODELO LIBERAL,Juan Ramón Rallo,REALMENTE,0.9,es,Más\Un modelo liberal.jpg
Vacas sagradas en la mira.jpg,Vacas sagradas,Alberto Benegas Lynch (h),EN LA MIRA,0.9,es,Más\Vacas sagradas en la mira.jpg
O verdadeiro localismo.jpg,O verdadeiro localismo,Karl Hess; Agoristas Brasileiros,,0.9,pt,O verdadeiro localismo.jpg
81ft8kPcMNS._SY466_.jpg,ATT FÖRSTÅ ALTERNATIVHÖGERN,Jonas Nilsson; Anton Stigermark,,0.9,sv,Otros Idiomas\81ft8kPcMNS._SY466_.jpg
61-v2FD1P0L._SY425_.jpg,Libertärer Paternalismus,ROBERT NEUMANN,,0.9,de,Otros Idiomas\Alemán\61-v2FD1P0L._SY425_.jpg
81s-1mOKIjS._SY466_.jpg,ANARKO-FASCISM,JONAS NILSSON,NATUREN ÅTERFÖDD,0.9,sv,Otros Idiomas\Alemán\81s-1mOKIjS._SY466_.jpg
Agoristische Klassentheorie.jpg,AGORISTISCHE KLASSENTHEORIE,Wally Conger; Samuel Edward Konkin III; Brad Spangler,Ein linkslibertärer Ansatz zur Klassenkonfliktanalyse,0.9,de,Otros Idiomas\Alemán\Agoristische Klassentheorie.jpg
"Anti-Politik, Eine Sammlung agoristischer Texte.jpg",ANTI-POLITIK,Sal Mayweather,Eine Sammlung agoristischer Texte,0.9,de,"Otros Idiomas\Alemán\Anti-Politik, Eine Sammlung agoristischer Texte.jpg"
Bakunin und Mises in eine Front.jpg,Bakunin und Mises in eine Front!?,Michael von Prolliuss; Stefan Blankertz,Die Vincent-Sessions,0.9,de,Otros Idiomas\Alemán\Bakunin und Mises in eine Front.jpg
Ein liberales Manifest. Sieben Prinzipien und einige Klarstellungen.jpg,Ein liberales Manifest,MICHAEL VON PROLLIUS,Sieben Prinzipien und einige Klarstellungen,0.9,de,Otros Idiomas\Alemán\Ein liberales Manifest. Sieben Prinzipien und einige Klarstellungen.jpg
"Frei statt Staat. Selbsteigentum, Ethik und die Verfassung der Privatrechtsgesellschaft.jpg",FREI STATT STAAT!,Peter J. Preusse,"Selbst Eigentum, Ethik und die Verfassung der Privatrechtsgesellschaft",0.9,de,"Otros Idiomas\Alemán\Frei statt Staat. Selbsteigentum, Ethik und die Verfassung der Privatrechtsgesellschaft.jpg"
"Gegen Politik, Über die Regierung und die geordnete Anarchie.jpg",Gegen Politik,Anthony de Jasay,Über die Regierung und die geordnete Anarchie,0.9,de,"Otros Idiomas\Alemán\Gegen Politik, Über die Regierung und die geordnete Anarchie.jpg"
"Handeln und Erkennen, zur Kritik des Empirismus am Beispiel der Philosophie David Humes.jpg",Handeln und Erkennen,Hans-Hermann Hoppe,Zur Kritik des Empirismus am Beispiel der Philosophie David Humes,0.9,de,"Otros Idiomas\Alemán\Handeln und Erkennen, zur Kritik des Empirismus am Beispiel der Philosophie David Humes.jpg"
"Ludwig von Mises - Ein Lexikon, Von A wie Anarchismus bis Z wie Zwang.jpg",LUDWIG VON MISES,Michael Ladwig,EIN LÉXIKON,0.9,de,"Otros Idiomas\Alemán\Ludwig von Mises - Ein Lexikon, Von A wie Anarchismus bis Z wie Zwang.jpg"
"Manifest der neuen Libertären, Und die Geschichte der Bewegung in den USA.jpg",Manifest der neuen Libertären,Samuel Edward Konkin III,Und die Geschichte der Bewegung in den USA,0.9,de,"Otros Idiomas\Alemán\Manifest der neuen Libertären, Und die Geschichte der Bewegung in den USA.jpg"
Über den Demokratischen Undergang and die Wege aus der Ausweglosigkeit - Hoppe.jpg,Über den demokratischen Untergang und die Wege aus der Auswegslosigkeit,Hans-Hermann Hoppe,,0.9,de,Otros Idiomas\Alemán\Über den Demokratischen Undergang and die Wege aus der Ausweglosigkeit - Hoppe.jpg
De l_instruction obligatoire.jpg,De l'instruction obligatoire,Frédéric Passy; Gustave de Molinari,Discussion et documents complémentaires,0.9,fr,Otros Idiomas\Francés\De l_instruction obligatoire.jpg
Du réveil des consciences à la résistance civile.jpg,du RÉVEIL des CONSCIENCES,Derrick Broze; John Vibes,à la RÉSISTANCE CIVILE,0.9,fr,Otros Idiomas\Francés\Du réveil des consciences à la résistance civile.jpg
Esquisse de l’organisation politique et économique de la société future.jpg,Esquisse de l'organisation politique et économique de la société future,Gustave de MOLINARI,,0.9,fr,Otros Idiomas\Francés\Esquisse de l’organisation politique et économique de la société future.jpg
L_avenir anarchique et l_anarcho-capitalisme - Le monde néogandhien - Ravikumar Kurup.jpg,L'avenir anarchique et l'anarcho-capitalisme - Le monde néogandhien,Ravikumar Kurup,,0.9,fr,Otros Idiomas\Francés\L_avenir anarchique et l_anarcho-capitalisme - Le monde néogandhien - Ravikumar Kurup.jpg
"La Grande Fiction, Partie II.jpg",LA GRANDE FICTION,HANS-HERMANN HOPPE,PARTIE II MONNAIE ET ÉTAT,0.9,fr,"Otros Idiomas\Francés\La Grande Fiction, Partie II.jpg"
Les soirées de la rue Saint-Lazare_ entretiens sur les lois économiques et la défense de la propriété - Gustave de Molinari.jpg,LES SOIRÉES DE LA RUE SAINT-LAZARE: ENTRETIENS SUR LES LOIS ÉCONOMIQUES ET LA DÉFENSE DE LA PROPRIÉTÉ,GUSTAVE DE MOLINARI,,0.9,fr,Otros Idiomas\Francés\Les soirées de la rue Saint-Lazare_ entretiens sur les lois économiques et la défense de la propriété - Gustave de Molinari.jpg
"Libres d_Images, Aphorismes de Liberté mis en images.jpg",Libres d'Images,Stéphane Geyres,,0.9,fr,"Otros Idiomas\Francés\Libres d_Images, Aphorismes de Liberté mis en images.jpg"
Oeuvres complètes de Gustave de Molinari_ Volume 1.jpg,ŒUVRES COMPLÈTES,GUSTAVE DE MOLINARI,Volume I,0.9,fr,Otros Idiomas\Francés\Oeuvres complètes de Gustave de Molinari_ Volume 1.jpg
De staat voorbij.jpg,De STAAT voorbij,KAREL BECKMAN,,0.9,nl,Otros Idiomas\Holandes\De staat voorbij.jpg
IMG_20250610_152642.jpg,ANARCOCAPITALISMO,ATOS HENRIQUE FERNANDES,Um tratado,0.9,pt,Otros Idiomas\IMG_20250610_152642.jpg
IMG_20250610_160818.jpg,Jesus é um anarquista,James Redford,,0.9,pt,Otros Idiomas\IMG_20250610_160818.jpg
IMG_20250610_161235.jpg,O Guia de Ação da Aliança de Libertários do Acre,Luís Henrique da Silva,,0.9,pt,Otros Idiomas\IMG_20250610_161235.jpg
50 classici del pensiero liberale e libertario.jpg,50,Guglielmo Piombini,classici del pensiero liberale e libertario,0.9,it,Otros Idiomas\Italiano\50 classici del pensiero liberale e libertario.jpg
Abbasso lo Stato e la Democrazia.jpg,Abbasso lo Stato e la Democrazia,Hans-Hermann HOPPE; Carlo Lottieri; Raimondo Cubeddu; Luca Fursi; Davide Gordon; Novello Papafava,Scritti sui sistemi istituzionali moderni e il libertarismo,0.9,it,Otros Idiomas\Italiano\Abbasso lo Stato e la Democrazia.jpg
"Addio vecchie monete, è l’ora di Bitcoin.jpg",Addio vecchie monete,Giovanni Birindelli; Gerardo Coco,... è l'ora di Bitcoin,0.9,it,"Otros Idiomas\Italiano\Addio vecchie monete, è l’ora di Bitcoin.jpg"
Anthony de Jasay (Classici contemporanei Vol. 3).jpg,Anthony de Jasay,Giacomo Brioni,,0.9,it,Otros Idiomas\Italiano\Anthony de Jasay (Classici contemporanei Vol. 3).jpg
Collettivismo e libertà economica.webp,Collettivismo e libertà economica,Bruno Leoni,con una prefazione di Carlo Callieri,0.9,it,Otros Idiomas\Italiano\Collettivismo e libertà economica.webp
DAVID BOAZ – LIBERTARISMO.jpg,Libertarismo,David Boaz,Silloge,0.9,es,Otros Idiomas\Italiano\DAVID BOAZ – LIBERTARISMO.jpg
Duos Pontes.jpg,DUOS PONTES,Bruno Leoni,I ponti Fabricio e Cestio: le braccia con cui l’isola Tiberina si aggrappa alle sponde del Tevere,0.9,it,Otros Idiomas\Italiano\Duos Pontes.jpg
Etica Hacker e Anarco-Capitalismo.jpg,ETICA HACKER E ANARCO-CAPITALISMO,IPPOLITA,Scritti scelti,0.9,it,Otros Idiomas\Italiano\Etica Hacker e Anarco-Capitalismo.jpg
GUGLIELMO PIOMBINI – L’EPOPEA LIBERTARIA DEL FAR WEST - Guglielmo Piombini.jpg,L'epopea libertaria del Far West,Guglielmo Piombini; Terry Anderson; P.J. Hill,,0.9,it,Otros Idiomas\Italiano\GUGLIELMO PIOMBINI – L’EPOPEA LIBERTARIA DEL FAR WEST - Guglielmo Piombini.jpg
Il diritto come pretesa individuale.jpg,Il diritto come pretesa individuale,Bruno Leoni,,0.9,it,Otros Idiomas\Italiano\Il diritto come pretesa individuale.jpg
Il diritto come pretesa.jpg,Il diritto come pretesa,Bruno Leoni,,0.9,it,Otros Idiomas\Italiano\Il diritto come pretesa.jpg
Il federalismo libertario.jpg,Il federalismo libertario,Camillo Berneri,,0.9,it,Otros Idiomas\Italiano\Il federalismo libertario.jpg
Il pensiero libertario contemporaneo.jpg,Il pensiero libertario,Carlo Lottieri,contemporaneo,0.9,it,Otros Idiomas\Italiano\Il pensiero libertario contemporaneo.jpg
"La libertà del lavoro. Scritti su concorrenza, sciopero e serrata.jpg",La libertà del lavoro,Bruno Leoni; Carlo Lottieri; Sergio Ricossa,"Scritti su concorrenza, sciopero e serrata",0.9,it,"Otros Idiomas\Italiano\La libertà del lavoro. Scritti su concorrenza, sciopero e serrata.jpg"
La Libertà necessaria. Vademecum del libertario liberato.jpg,La Libertà necessaria,,Un Libertario Cristiano,0.7,it,Otros Idiomas\Italiano\La Libertà necessaria. Vademecum del libertario liberato.jpg
La teoria politica di Bruno Leoni.jpg,LA TEORIA POLITICA DI BRUNO LEONI,a cura di Antonio Masala; introduzione di Angelo Panebianco,,0.9,it,Otros Idiomas\Italiano\La teoria politica di Bruno Leoni.jpg
Lezioni di dottrina dello stato.jpg,Lezioni di dottrina dello Stato,Bruno Leoni; Raffaele De Mucci; Lorenzo Infantino,,0.9,it,Otros Idiomas\Italiano\Lezioni di dottrina dello stato.jpg
"Libero commercio, Cos’è e come ci rende tutti più ricchi.jpg",LIBERO COMMERCIO,DONALD J. BOUDREAUX,COS'È E COME CI RENDE TUTTI PIÙ RICCHI,0.9,it,"Otros Idiomas\Italiano\Libero commercio, Cos’è e come ci rende tutti più ricchi.jpg"
LiLibIt.net. Utopia di un cybermovimento liberale e libertario.jpg,LiLibIt.net,Sergio Fumich,Utopia di un cybermovimento liberale e libertario,0.9,it,Otros Idiomas\Italiano\LiLibIt.net. Utopia di un cybermovimento liberale e libertario.jpg
"Lo Stato (Mercato, Diritto e Libertà).jpg",Libertà,Anthony de Jasay,,0.9,it,"Otros Idiomas\Italiano\Lo Stato (Mercato, Diritto e Libertà).jpg"
Murray N. Rothbard (Classici contemporanei Vol. 5).jpg,MURRAY N. ROTHBARD,Roberta Adelaide Modugno,,0.9,it,Otros Idiomas\Italiano\Murray N. Rothbard (Classici contemporanei Vol. 5).jpg
"Opere complete. III, Lezioni di filosofia del diritto e di dottrina dello Stato.jpg",OPERE COMPLETE,Bruno Leoni,Lezioni di filosofia del diritto e di dottrina dello Stato,0.9,it,"Otros Idiomas\Italiano\Opere complete. III, Lezioni di filosofia del diritto e di dottrina dello Stato.jpg"
Per un liberalismo integrale.jpg,Per un liberalismo integrale,Bruno Leoni; Roberta Adelaide Modugno; Diana Thermes,,0.9,it,Otros Idiomas\Italiano\Per un liberalismo integrale.jpg
Per un Libertarismo vincente. Strategie politiche e culturali.jpg,Per un libertarismo vincente,Beniamino Di Martino,Strategie politiche e culturali,0.9,it,Otros Idiomas\Italiano\Per un Libertarismo vincente. Strategie politiche e culturali.jpg
Sciopero e serrata.jpg,Sciopero e serrata,Bruno Leoni,,0.9,it,Otros Idiomas\Italiano\Sciopero e serrata.jpg
Scritti di scienza politica e teoria del diritto.jpg,Scritti,Bruno Leoni,di scienza politica e teoria del diritto,0.9,it,Otros Idiomas\Italiano\Scritti di scienza politica e teoria del diritto.jpg
Une réponse juive à l_anarcho-capitalisme_ Judéo-économie - Richard Sitbon.jpg,Une réponse juive à l'anarcho-capitalisme,Richard SITBON,Judéo-économie,0.9,fr,Otros Idiomas\Italiano\Une réponse juive à l_anarcho-capitalisme_ Judéo-économie - Richard Sitbon.jpg
"Éclairs de Liberté, Recueil.jpg",Éclairs de Liberté,Stéphane Geyres,Recueil,0.9,fr,"Otros Idiomas\Italiano\Éclairs de Liberté, Recueil.jpg"
Libertá e instituzioni nella cittá volontaria.jpg,Libertà e istituzioni nella città volontaria,Grazia Brunetta; Stefano Moroni,,0.9,it,Otros Idiomas\Libertá e instituzioni nella cittá volontaria.jpg
O Manifesto Libertário.jpg,O Manifesto Libertário,David Boaz,,0.9,pt,Otros Idiomas\Portugués\O Manifesto Libertário.jpg
"Red Teaming, théorie des jeux, panpsychisme et perception quantique - Ravikumar Kurup.jpg","Red Teaming, théorie des jeux, panpsychisme et perception quantique",Ravikumar Kurup; Parameswara Achutha Kurup,,0.9,fr,"Otros Idiomas\Red Teaming, théorie des jeux, panpsychisme et perception quantique - Ravikumar Kurup.jpg"
"Murray Rothbard, Liberteryen Gelenekte ve Siyaset Felsefesindeki Yeri.jpg",Murray N. Rothbard,Ahmet Taner,Liberal Gelenekte ve Siyaset Felsefesindeki Yeri,0.9,tr,"Otros Idiomas\Turco\Murray Rothbard, Liberteryen Gelenekte ve Siyaset Felsefesindeki Yeri.jpg"
"Pequeños estados, grandes posibilidades_.jpg",ESTADOS PEQUEÑOS. GRANDES POSIBILIDADES,ANDREAS MARQUART; PHILIPP BAGUS,POR QUÉ LOS ESTADOS PEQUEÑOS SON SIMPLEMNTE MEJORES,0.9,es,"Pequeños estados, grandes posibilidades_.jpg"
Por qué está bien querer ser rico.jpg,POR QUÉ ESTÁ BIEN QUERER,JASON BRENNAN,SER RICO,0.9,es,Por qué está bien querer ser rico.jpg
Proudhon Federalismo y Mutualismo Anarquistas.jpg,Proudhon,Florentino Iglesias,Federalismo y mutualismo anarquistas,0.9,es,Proudhon Federalismo y Mutualismo Anarquistas.jpg
Proyecto de Estado Demarquía y Monarquía_.jpg,Demarquía y Minarquismo,Luis Alejandro Sellis Zeballos,"Menos Estado, Mayor Libertad",0.9,es,Proyecto de Estado Demarquía y Monarquía_.jpg
Radiografía del Progre Woke.jpg,Radiografía del Progre Woke,Javier Bengoa,,0.9,es,Radiografía del Progre Woke.jpg
Secretos a Voces.jpg,Secretos a Voces,Ken Knabb,,0.9,es,Secretos a Voces.jpg
Spencer - Instituciones Sociales.png,INSTITUCIONES SOCIALES,H. Spencer,,0.9,es,Spencer - Instituciones Sociales.png
Teoría del Estado en tiempos de la cuarta revolución industrial_.jpg,Teoría del Estado,José Ricardo Pierpauli,en tiempos de la Cuarta Revolución Industrial,0.9,es,Teoría del Estado en tiempos de la cuarta revolución industrial_.jpg
Transhumanismo y ciudades de quince minutos_.jpg,Transhumanismo,José Ricardo Pierpauli,Y ciudades de quince minutos,0.9,es,Transhumanismo y ciudades de quince minutos_.jpg
Un anarquista de derechas (Luis Antonio de Villenas).jpeg,BAROJA,Luis Antonio de Villena,(& YO),0.9,es,Un anarquista de derechas (Luis Antonio de Villenas).jpeg
Un libertario quasi cristiano.jpg,Un libertario quasi cristiano,Murray N. Rothbard; Beniamino Di Martino,Il percorso culturale di,0.9,it,Un libertario quasi cristiano.jpg
Un mundo contaminado - José Benegas_.jpg,UN MUNDO CONTAMINADO,JOSÉ BENEGAS,IDEAS TÓXICAS DE IZQUIERDA Y DERECHA QUE ACOSAN A LAS SOCIEDADES ABIERTAS Y AMENAZAN NUESTRAS DEMOCRACIAS,0.9,es,Un mundo contaminado - José Benegas_.jpg
Una Evolución al Nacional Anarquismo.webp,UNA EVOLUCIÓN AL NACIONAL-ANARQUISMO,LEÓN DARÍO ZURBANO GUTIÉRREZ,,0.9,es,Una Evolución al Nacional Anarquismo.webp
Una reflexión sobre el anarquismo gitano - Rafael Buhigas.gif,UNA REFLEXIÓN SOBRE EL ANARQUISMO GITANO,Rafael Buhigas,,0.9,es,Una reflexión sobre el anarquismo gitano - Rafael Buhigas.gif
Utopia Salvaje - Darcy Ribeiro.jpg,UTOPIA SALVAJE,darcy ribeiro,Nostalgias de la inocencia perdida Una fábula,0.9,es,Utopia Salvaje - Darcy Ribeiro.jpg
¿Anarquismo Gitano_.jpg,¿Anarquismo gitano?,Silvia Agüero Fernández; Nicolás Jiménez González,,0.9,es,¿Anarquismo Gitano_.jpg
